COD_TIPO_RAPPORTO,TIPO_RAPPORTO,COD_PRESTAZIONE,DESC_PRESTAZIONE,ANNO,NUMERO
1,STRUTTURA DIRETTAMENTE GESTITA,90451,VITAMINE IDROSOLUBILI: DOSAGGIO PLASMATICO,2017,4
1,STRUTTURA DIRETTAMENTE GESTITA,90452,VITAMINE LIPOSOLUBILI: DOSAGGIO PLASMATICO,2017,188
1,STRUTTURA DIRETTAMENTE GESTITA,90453,XILOSIO (TEST DI ASSORBIMENTO),2017,4
1,STRUTTURA DIRETTAMENTE GESTITA,90454,ZINCO [S/U],2017,349
1,STRUTTURA DIRETTAMENTE GESTITA,90463,AGGLUTININE A FREDDO,2017,49
1,STRUTTURA DIRETTAMENTE GESTITA,90465,ANTICOAGULANTE LUPUS-LIKE (LAC),2017,1738
1,STRUTTURA DIRETTAMENTE GESTITA,90472,ANTICORPI ANTI A/B,2017,2
1,STRUTTURA DIRETTAMENTE GESTITA,90473,ANTICORPI ANTI ANTIGENI NUCLEARI ESTRAIBILI (ENA) SCREENING,2017,1592
1,STRUTTURA DIRETTAMENTE GESTITA,90474,ANTICORPI ANTI CANALE DEL CALCIO,2017,6
1,STRUTTURA DIRETTAMENTE GESTITA,90475,"ANTICORPI ANTI CARDIOLIPINA (IGG, IGA, IGM)",2017,2220
1,STRUTTURA DIRETTAMENTE GESTITA,90481,ANTICORPI ANTI CELLULE PARIETALI GASTRICHE (PCA),2017,453
1,STRUTTURA DIRETTAMENTE GESTITA,90482,ANTICORPI ANTI CITOPLASMA DEI NEUTROFILI (ANCA),2017,1548
1,STRUTTURA DIRETTAMENTE GESTITA,90483,ANTICORPI ANTI DNA NATIVO,2017,1389
1,STRUTTURA DIRETTAMENTE GESTITA,90486,ANTICORPI ANTI ENDOMISIO (EMA),2017,10991
1,STRUTTURA DIRETTAMENTE GESTITA,90491,ANTICORPI ANTI ERITROCITARI (TITOLAZIONE),2017,765
1,STRUTTURA DIRETTAMENTE GESTITA,90492,ANTICORPI ANTI ERITROCITARI IDENTIFICAZIONE,2017,952
1,STRUTTURA DIRETTAMENTE GESTITA,90493,ANTICORPI ANTI ERITROCITI [TEST DI COOMBS INDIRETTO],2017,16922
1,STRUTTURA DIRETTAMENTE GESTITA,90494,ANTICORPI ANTI FATTORE VIII,2017,120
1,STRUTTURA DIRETTAMENTE GESTITA,90495,"ANTICORPI ANTI GLIADINA (IGG, IGA)",2017,513
1,STRUTTURA DIRETTAMENTE GESTITA,90511,ANTICORPI ANTI INSULINA (AIAA),2017,68
1,STRUTTURA DIRETTAMENTE GESTITA,90513,ANTICORPI ANTI MAG,2017,311
1,STRUTTURA DIRETTAMENTE GESTITA,90514,ANTICORPI ANTI MICROSOMI (ABTMS) O ANTI TIREOPEROSSIDASI (ABTPO),2017,9996
1,STRUTTURA DIRETTAMENTE GESTITA,90515,ANTICORPI ANTI MICROSOMI EPATICI E RENALI (LKMA),2017,244
1,STRUTTURA DIRETTAMENTE GESTITA,90521,ANTICORPI ANTI MITOCONDRI (AMA),2017,560
1,STRUTTURA DIRETTAMENTE GESTITA,90522,ANTICORPI ANTI MUSCOLO LISCIO (ASMA),2017,355
1,STRUTTURA DIRETTAMENTE GESTITA,90524,ANTICORPI ANTI NUCLEO (ANA),2017,8479
1,STRUTTURA DIRETTAMENTE GESTITA,90525,ANTICORPI ANTI ORGANO,2017,7323
1,STRUTTURA DIRETTAMENTE GESTITA,90531,ANTICORPI ANTI OVAIO,2017,4
1,STRUTTURA DIRETTAMENTE GESTITA,90532,ANTICORPI ANTI PIASTRINE,2017,83
1,STRUTTURA DIRETTAMENTE GESTITA,90535,ANTICORPI ANTI RECETTORI DEL TSH,2017,1681
1,STRUTTURA DIRETTAMENTE GESTITA,90536,ANTICORPI ANTI RECETTORE ACETILCOLINA,2017,138
1,STRUTTURA DIRETTAMENTE GESTITA,90541,ANTICORPI ANTI SPERMATOZOI (ADESI) (ASA),2017,16
1,STRUTTURA DIRETTAMENTE GESTITA,90543,ANTICORPI ANTI SURRENE,2017,93
1,STRUTTURA DIRETTAMENTE GESTITA,90544,ANTICORPI ANTI TIREOGLOBULINA (ABTG),2017,9758
1,STRUTTURA DIRETTAMENTE GESTITA,90551,ANTIGENE CARBOIDRATICO 125 (CA 125),2017,4983
1,STRUTTURA DIRETTAMENTE GESTITA,90552,ANTIGENE CARBOIDRATICO 15.3 (CA 15.3),2017,8301
1,STRUTTURA DIRETTAMENTE GESTITA,90553,ANTIGENE CARBOIDRATICO 19.9 (CA 19.9),2017,7231
1,STRUTTURA DIRETTAMENTE GESTITA,90561,ANTIGENE CARBOIDRATICO 72-4 (CA 72-4),2017,459
1,STRUTTURA DIRETTAMENTE GESTITA,90563,ANTIGENE CARCINO EMBRIONARIO (CEA),2017,16855
1,STRUTTURA DIRETTAMENTE GESTITA,90565,ANTIGENE PROSTATICO SPECIFICO (PSA),2017,35619
1,STRUTTURA DIRETTAMENTE GESTITA,90566,ANTIGENE PROSTATICO SPECIFICO (PSA) - REFLEX NON ASSOCIABILE A ANTIGENE PROSTATICO SPECIFICO PSA (CO,2017,17184
1,STRUTTURA DIRETTAMENTE GESTITA,90573,ANTIGENI HLA (CIASCUNO),2017,522
1,STRUTTURA DIRETTAMENTE GESTITA,90575,ANTITROMBINA III FUNZIONALE,2017,3861
1,STRUTTURA DIRETTAMENTE GESTITA,90582,AUTOANTICORPI ANTI ERITROCITI [TEST DI COOMBS DIRETTO],2017,1684
1,STRUTTURA DIRETTAMENTE GESTITA,90584,CARBOSSIEMOGLOBINA [(SG)HB/(SG)ER],2017,8
1,STRUTTURA DIRETTAMENTE GESTITA,90601,COMPLEMENTO (C1 INIBITORE),2017,156
1,STRUTTURA DIRETTAMENTE GESTITA,90602,"COMPLEMENTO: C1Q, C3, C3 ATT., C4 (CIASCUNO)",2017,5763
1,STRUTTURA DIRETTAMENTE GESTITA,90611,CRIOGLOBULINE RICERCA,2017,309
1,STRUTTURA DIRETTAMENTE GESTITA,90612,CRIOGLOBULINE TIPIZZAZIONE,2017,27
1,STRUTTURA DIRETTAMENTE GESTITA,90613,CYFRA 21-1,2017,39
1,STRUTTURA DIRETTAMENTE GESTITA,90615,D-DIMERO (TEST AL LATICE),2017,2354
1,STRUTTURA DIRETTAMENTE GESTITA,90621,"EMAZIE (CONTEGGIO), EMOGLOBINA",2017,13921
1,STRUTTURA DIRETTAMENTE GESTITA,90622,"EMOCROMO:  HB, GR, GB, HCT, PLT, IND. DERIV., F. L.",2017,313779
1,STRUTTURA DIRETTAMENTE GESTITA,90624,ENZIMI ERITROCITARI,2017,20
1,STRUTTURA DIRETTAMENTE GESTITA,90625,EOSINOFILI (CONTEGGIO)[ALB],2017,229
1,STRUTTURA DIRETTAMENTE GESTITA,90632,ERITROCITI: ANTIGENI NON ABO E NON RH (PER CIASCUNO ANTIGENE),2017,12062
1,STRUTTURA DIRETTAMENTE GESTITA,90633,ESAME DEL MIDOLLO OSSEO PER APPOSIZIONE E/O STRISCI0 CARATTERIZZAZIONE DI CELLULE PATOLOGICHE (CON R,2017,26
1,STRUTTURA DIRETTAMENTE GESTITA,90634,ESAME MICROSCOPICO DEL SANGUE PERIFERICO CARATTERIZZAZIONE DI CELLULE PATOLOGICHE (CON REAZ. CITOCHI,2017,11
1,STRUTTURA DIRETTAMENTE GESTITA,90642,FATTORE REUMATOIDE,2017,10295
1,STRUTTURA DIRETTAMENTE GESTITA,90643,"FATTORI DELLA COAGULAZIONE (II, V, VII, VIII, IX, X, XI, XII, XIII) ( CIASCUNO)",2017,1991
1,STRUTTURA DIRETTAMENTE GESTITA,90644,FENOTIPO RH,2017,5652
1,STRUTTURA DIRETTAMENTE GESTITA,90651,FIBRINOGENO FUNZIONALE,2017,3857
1,STRUTTURA DIRETTAMENTE GESTITA,90653,GRUPPO SANGUIGNO ABO E RH (D),2017,11558
1,STRUTTURA DIRETTAMENTE GESTITA,90654,GRUPPO SANGUIGNO ABO/RH II CONTROLLO,2017,28702
1,STRUTTURA DIRETTAMENTE GESTITA,90662,HB - EMOGLOBINA [SG/LA],2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,90663,HB - EMOGLOBINA A2,2017,1032
1,STRUTTURA DIRETTAMENTE GESTITA,90665,"HB - EMOGLOBINE ANOMALE (HBS, HBD, HBH, ECC.)",2017,1039
1,STRUTTURA DIRETTAMENTE GESTITA,90681,"IGE SPECIFICHE ALLERGOLOGICHE: QUANTITATIVO (PER PANNELLO, FINO A 12 ALLERGENI)",2017,3340
1,STRUTTURA DIRETTAMENTE GESTITA,90682,IGE SPECIFICHE ALLERGOLOGICHE: SCREENING MULTIALLERGENICO QUALITATIVO,2017,737
1,STRUTTURA DIRETTAMENTE GESTITA,90683,IGE TOTALI,2017,5175
1,STRUTTURA DIRETTAMENTE GESTITA,90684,"IGG SOTTOCLASSE 1, 2, 3, 4 (CIASCUNA)",2017,192
1,STRUTTURA DIRETTAMENTE GESTITA,90686,IGE SPECIFICHE ALLERGOLOGICHE: QUANTITATIVO (PER CIASCUN ALLERGENE),2017,46751
1,STRUTTURA DIRETTAMENTE GESTITA,90692,IMMUNOFISSAZIONE,2017,701
1,STRUTTURA DIRETTAMENTE GESTITA,90694,"IMMUNOGLOBULINE IGA, IGG O IGM (CIASCUNA)",2017,20950
1,STRUTTURA DIRETTAMENTE GESTITA,90703,"INTRADERMOREAZIONI CON PPD, CANDIDA, STREPTOCHINASI E MUMPS (PER TEST)",2017,34
1,STRUTTURA DIRETTAMENTE GESTITA,90704,LEUCOCITI (CONTEGGIO E FORMULA LEUCOCITARIA MICROSCOPICA) [(SG)],2017,5090
1,STRUTTURA DIRETTAMENTE GESTITA,90706,LAPA SCORE,2017,33
1,STRUTTURA DIRETTAMENTE GESTITA,90711,METAEMOGLOBINA [(SG)ER],2017,57
1,STRUTTURA DIRETTAMENTE GESTITA,90715,PLASMINOGENO,2017,4
1,STRUTTURA DIRETTAMENTE GESTITA,90716,PRE - ALBUMINA,2017,1573
1,STRUTTURA DIRETTAMENTE GESTITA,90722,PROTEINA C ANTICOAGULANTE FUNZIONALE [P],2017,1072
1,STRUTTURA DIRETTAMENTE GESTITA,90723,PROTEINA C REATTIVA (QUANTITATIVA),2017,88588
1,STRUTTURA DIRETTAMENTE GESTITA,90724,PROTEINA S LIBERA [P],2017,1153
1,STRUTTURA DIRETTAMENTE GESTITA,90732,PROVA CROCIATA DI COMPATIBILITA' TRASFUSIONALE,2017,489
1,STRUTTURA DIRETTAMENTE GESTITA,90743,RESISTENZA OSMOTICA ERITROCITARIA (TEST DI SIMMEL),2017,68
1,STRUTTURA DIRETTAMENTE GESTITA,90745,RETICOLOCITI (CONTEGGIO) [(SG)],2017,912
1,STRUTTURA DIRETTAMENTE GESTITA,90752,TEMPO DI EMORRAGIA SEC. MIELKE,2017,71
1,STRUTTURA DIRETTAMENTE GESTITA,90754,TEMPO DI PROTROMBINA (PT),2017,201618
1,STRUTTURA DIRETTAMENTE GESTITA,90761,TEMPO DI TROMBOPLASTINA PARZIALE (PTT),2017,18279
1,STRUTTURA DIRETTAMENTE GESTITA,90762,TEST DI AGGREGAZIONE PIASTRINICA SECONDO BORN,2017,256
1,STRUTTURA DIRETTAMENTE GESTITA,90771,TEST DI KLEIHAUER (RICERCA EMAZIE FETALI),2017,13
1,STRUTTURA DIRETTAMENTE GESTITA,90772,TEST DI RESISTENZA ALLA PROTEINA C ATTIVATA,2017,2090
1,STRUTTURA DIRETTAMENTE GESTITA,90774,TEST DI STIMOLAZIONE LINFOCITARIA CON ANTIGENI SPECIFICI,2017,7467
1,STRUTTURA DIRETTAMENTE GESTITA,90781,TINE TEST (REAZIONE CUTANEA ALLA TURBECOLINA),2017,478
1,STRUTTURA DIRETTAMENTE GESTITA,90782,TIPIZZAZIONE GENOMICA HLA-A,2017,401
1,STRUTTURA DIRETTAMENTE GESTITA,90783,TIPIZZAZIONE GENOMICA HLA-A MEDIANTE SEQUENZIAMENTO DIRETTO,2017,7
1,STRUTTURA DIRETTAMENTE GESTITA,90784,TIPIZZAZIONE GENOMICA HLA-B,2017,564
1,STRUTTURA DIRETTAMENTE GESTITA,90791,TIPIZZAZIONE GENOMICA HLA-C,2017,429
1,STRUTTURA DIRETTAMENTE GESTITA,90792,TIPIZZAZIONE GENOMICA HLA-C MEDIANTE SEQUENZIAMENTO DIRETTO,2017,29
1,STRUTTURA DIRETTAMENTE GESTITA,90802,TIPIZZAZIONE GENOMICA HLA-DQA1 AD ALTA RISOLUZIONE,2017,291
1,STRUTTURA DIRETTAMENTE GESTITA,90803,TIPIZZAZIONE GENOMICA HLA-DQB1 A BASSA RISOLUZIONE,2017,155
1,STRUTTURA DIRETTAMENTE GESTITA,90804,TIPIZZAZIONE GENOMICA HLA-DQB1 AD ALTA RISOLUZIONE,2017,284
1,STRUTTURA DIRETTAMENTE GESTITA,90805,TIPIZZAZIONE GENOMICA HLA-DR MEDIANTE SEQUENZIAMENTO DIRETTO,2017,15
1,STRUTTURA DIRETTAMENTE GESTITA,90811,"TIPIZZAZIONE GENOMICA HLA-DRB (DRB1 E DRB3,DRB4,DRB5) A BASSA RISOLUZIONE",2017,71
1,STRUTTURA DIRETTAMENTE GESTITA,90812,"TIPIZZAZIONE GENOMICA HLA-DRB (DRB1 E DRB3,DRB4,DRB5) AD ALTA RISOLUZIONE",2017,450
1,STRUTTURA DIRETTAMENTE GESTITA,90815,TIPIZZAZIONE SOTTOPOPOLAZIONI DI CELLULE DEL SANGUE (PER CIASCUN ANTICORPO),2017,7430
1,STRUTTURA DIRETTAMENTE GESTITA,90823,TROPONINA I,2017,634
1,STRUTTURA DIRETTAMENTE GESTITA,90824,VALORE EMATOCRITO,2017,76
1,STRUTTURA DIRETTAMENTE GESTITA,90825,VELOCITA' DI SEDIMENTAZIONE DELLE EMAZIE (VES),2017,74088
1,STRUTTURA DIRETTAMENTE GESTITA,90834,BATTERI ACIDI NUCLEICI IN MATERIALI BIOLOGICI IBRIDAZIONE NAS (PREVIA REAZIONE POLIMERASICA A CATENA,2017,9742
1,STRUTTURA DIRETTAMENTE GESTITA,90843,BATTERI ANAEROBI IN MATERIALI BIOLOGICI ESAME COLTURALE,2017,1554
1,STRUTTURA DIRETTAMENTE GESTITA,90844,BATTERI ANTIBIOGRAMMA DA COLTURA (ATTIVITÀ ASSOCIAZIONI ANTIBIOTICHE),2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,90852,"BATTERI ANTIBIOGRAMMA DA COLTURA (M.I.C., ALMENO 10 ANTIBIOTICI)",2017,7925
1,STRUTTURA DIRETTAMENTE GESTITA,90853,BATTERI ANTIGENI CELLULARI ED EXTRACELLULARI IDENTIFICAZIONE DIRETTA   IN MATERIALI BIOLOGICI (E.I.A,2017,1990
1,STRUTTURA DIRETTAMENTE GESTITA,90854,BATTERI ANTIGENI CELLULARI ED EXTRACELLULARI IDENTIFICAZIONE DIRETTA  IN MATERIALI BIOLOGICI (AGGLUT,2017,144
1,STRUTTURA DIRETTAMENTE GESTITA,90861,BATTERI DA COLTURA IDENTIFICAZIONE BIOCHIMICA NAS,2017,7237
1,STRUTTURA DIRETTAMENTE GESTITA,90862,BATTERI DA COLTURA IDENTIFICAZIONE SIEROLOGICA NAS,2017,3603
1,STRUTTURA DIRETTAMENTE GESTITA,90864,"BATTERI IN CAMPIONI BIOLOGICI DIVERSI  RICERCA MICROSCOPICA  COLORAZIONI DI ROUTINE (GRAM, BLU DI ME",2017,12175
1,STRUTTURA DIRETTAMENTE GESTITA,90865,BATTERI IN CAMPIONI BIOLOGICI DIVERSI  RICERCA MICROSCOPICA  COLORAZIONI SPECIALI,2017,37678
1,STRUTTURA DIRETTAMENTE GESTITA,90874,BORDETELLA ANTICORPI (E.I.A.),2017,441
1,STRUTTURA DIRETTAMENTE GESTITA,90875,BORRELIA BURGDORFERI ANTICORPI (E.I.A.),2017,2607
1,STRUTTURA DIRETTAMENTE GESTITA,90881,BORRELIA BURGDORFERI ANTICORPI (I.F.),2017,199
1,STRUTTURA DIRETTAMENTE GESTITA,90896,CHLAMYDE ANTICORPI (I.F.),2017,286
1,STRUTTURA DIRETTAMENTE GESTITA,90903,CHLAMYDIE RICERCA DIRETTA (MEDIANTE IBRIDAZIONE),2017,4147
1,STRUTTURA DIRETTAMENTE GESTITA,90911,CLOSTRIDIUM DIFFICILE TOSSINA NELLE FECI RICERCA DIRETTA (E.I.A.),2017,558
1,STRUTTURA DIRETTAMENTE GESTITA,90914,E. COLI ENTEROPATOGENI NELLE FECI ESAME COLTURALE,2017,20
1,STRUTTURA DIRETTAMENTE GESTITA,90923,ECHINOCOCCO [IDATIDOSI] ANTICORPI (TITOLAZIONE MEDIANTE I.H.A.),2017,30
1,STRUTTURA DIRETTAMENTE GESTITA,90926,ENTAMOEBA HISTOLYTICA ANTICORPI (I.F.),2017,8
1,STRUTTURA DIRETTAMENTE GESTITA,90932,ENTEROBIUS VERMICULARIS [OSSIURI]  RICERCA  MICROSCOPICA  NELLE FECI [MATERIALE PERIANALE] SU CELLOP,2017,609
1,STRUTTURA DIRETTAMENTE GESTITA,90933,ESAME COLTURALE CAMPIONI  BIOLOGICI DIVERSI RICERCA COMPLETA MICRORGANISMI E LIEVITI  PATOGENI,2017,12927
1,STRUTTURA DIRETTAMENTE GESTITA,90934,ESAME COLTURALE CAMPIONI APPARATO GENITOURINARIO    RICERCA COMPLETA MICRORGANISMI E LIEVITI  PATOGE,2017,11
1,STRUTTURA DIRETTAMENTE GESTITA,90941,ESAME COLTURALE DEL SANGUE [EMOCOLTURA]        RICERCA COMPLETA MICRORGANISMI E LIEVITI  PATOGENI,2017,570
1,STRUTTURA DIRETTAMENTE GESTITA,90942,ESAME COLTURALE DELL' URINA [URINOCOLTURA] CON ANTIBIOGRAMMA. RICERCA COMPLETA MICRORGANISMI E LIEVI,2017,36839
1,STRUTTURA DIRETTAMENTE GESTITA,90943,"ESAME COLTURALE DELLE FECI  [COPROCOLTURA] RICERCA SALMONELLE, SHIGELLE E  CAMPYLOBACTER ESCLUSO: E.",2017,2610
1,STRUTTURA DIRETTAMENTE GESTITA,90945,HELICOBACTER PYLORI IN MATERIALI BIOLOGICI ESAME COLTURALE,2017,72
1,STRUTTURA DIRETTAMENTE GESTITA,90953,LEGIONELLE ANTICORPI (TITOLAZIONE MEDIANTE I.F.),2017,46
1,STRUTTURA DIRETTAMENTE GESTITA,90954,LEGIONELLE IN MATERIALI BIOLOGICI  ESAME COLTURALE,2017,4
1,STRUTTURA DIRETTAMENTE GESTITA,90956,LEISHMANIA ANTICORPI (EAP),2017,10
1,STRUTTURA DIRETTAMENTE GESTITA,90965,LEPTOSPIRE ANTICORPI (TITOLAZIONE MEDIANTE MICROAGGLUTINAZIONE E LISI),2017,8
1,STRUTTURA DIRETTAMENTE GESTITA,90972,MICETI  ANTICORPI (D.I.D.),2017,18
1,STRUTTURA DIRETTAMENTE GESTITA,90973,"MICETI [LIEVITI] ANTIMICOGRAMMA DA COLTURA (M.I.C., FINO A 5 ANTIMICOTICI)",2017,3
1,STRUTTURA DIRETTAMENTE GESTITA,90974,MICETI [LIEVITI] IDENTIFICAZIONE BIOCHIMICA,2017,7
1,STRUTTURA DIRETTAMENTE GESTITA,90984,MICETI IN CAMPIONI BIOLOGICI DIVERSI ESAME COLTURALE,2017,2215
1,STRUTTURA DIRETTAMENTE GESTITA,91011,"MICOBATTERI ANTIBIOGRAMMA DA COLTURA (MET. RADIOMETRICO, ALMENO 3 ANTIBIOTICI)",2017,7
1,STRUTTURA DIRETTAMENTE GESTITA,91021,MICOBATTERI DA COLTURA IDENTIFICAZIONE MEDIANTE IBRIDAZIONE  (PREVIA REAZIONE POLIMERASICA A CATENA),2017,7
1,STRUTTURA DIRETTAMENTE GESTITA,91022,MICOBATTERI IN CAMPIONI BIOLOGICI DIVERSI ESAME COLTURALE (MET. RADIOMETRICO),2017,743
1,STRUTTURA DIRETTAMENTE GESTITA,91023,MICOBATTERI IN CAMPIONI BIOLOGICI ESAME COLTURALE (MET. TRADIZIONALE),2017,755
1,STRUTTURA DIRETTAMENTE GESTITA,91024,"MICOBATTERI IN CAMPIONI BIOLOGICI RICERCA MICROSCOPICA (ZIEHL-NEELSEN, KINYIUN)",2017,722
1,STRUTTURA DIRETTAMENTE GESTITA,91034,MICOPLASMA PNEUMONIAE IN MATERIALI BIOLOGICI DIVERSI ESAME COLTURALE,2017,149
1,STRUTTURA DIRETTAMENTE GESTITA,91035,NEISSERIA GONORRHOEAE  ESAME COLTURALE,2017,329
1,STRUTTURA DIRETTAMENTE GESTITA,91041,NEISSERIA MENINGITIDIS ESAME COLTURALE,2017,4
1,STRUTTURA DIRETTAMENTE GESTITA,91045,PARASSITI IN MATERIALI BIOLOGICI RICERCA  MACRO E MICROSCOPICA,2017,8
1,STRUTTURA DIRETTAMENTE GESTITA,91051,"PARASSITI INTESTINALI [ELMINTI, PROTOZOI]  RICERCA MACRO E MICROSCOPICA",2017,3767
1,STRUTTURA DIRETTAMENTE GESTITA,91052,"PARASSITI INTESTINALI [ELMINTI, PROTOZOI] RICERCA MICROSCOPICA (COL. TRICROMICA)",2017,22
1,STRUTTURA DIRETTAMENTE GESTITA,91054,PARASSITI INTESTINALI RICERCA MICROSCOPICA  (PREVIA CONCENTRAZ. O ARRICCHIM.),2017,25
1,STRUTTURA DIRETTAMENTE GESTITA,91055,PLASMODI DELLA MALARIA NEL SANGUE RICERCA  MICROSCOPICA (GIEMSA) STRISCIO SOTTILE E GOCCIA SPESSA,2017,28
1,STRUTTURA DIRETTAMENTE GESTITA,91061,PLASMODIO FALCIPARUM ANTICORPI (TITOLAZIONE MEDIANTE I.F.),2017,31
1,STRUTTURA DIRETTAMENTE GESTITA,91062,PNEUMOCISTIS CARINII NEL BRONCOLAVAGGIO ESAME MICROSCOPICO,2017,20
1,STRUTTURA DIRETTAMENTE GESTITA,91065,RICKETTSIE ANTICORPI (TITOLAZIONE MEDIANTE I.F.),2017,215
1,STRUTTURA DIRETTAMENTE GESTITA,91081,SALMONELLE E BRUCELLE ANTICORPI (TITOLAZIONE MEDIANTE AGGLUTIN.) [WIDAL-WRIGHT],2017,48
1,STRUTTURA DIRETTAMENTE GESTITA,91082,SCHISTOSOMA ANTICORPI (TITOLAZIONE MEDIANTE EMOAGGLUTINAZIONE PASSIVA),2017,12
1,STRUTTURA DIRETTAMENTE GESTITA,91085,STREPTOCOCCO ANTICORPI ANTI ANTISTREPTOLISINA-O [T.A.S.],2017,2995
1,STRUTTURA DIRETTAMENTE GESTITA,91086,STREPTOCOCCUS AGALACTIAE NEL TAMPONE RETTALE (ESAME COLTURALE),2017,2622
1,STRUTTURA DIRETTAMENTE GESTITA,91091,STREPTOCOCCO ANTICORPI ANTI DNASI B,2017,121
1,STRUTTURA DIRETTAMENTE GESTITA,91093,TOXOCARA ANTICORPI (E.I.A.),2017,12
1,STRUTTURA DIRETTAMENTE GESTITA,91094,TOXOPLASMA ANTICORPI (E.I.A.),2017,40645
1,STRUTTURA DIRETTAMENTE GESTITA,91096,TETANO ANTICORPI,2017,922
1,STRUTTURA DIRETTAMENTE GESTITA,91101,TOXOPLASMA ANTICORPI (TITOLAZIONE MEDIANTE I.F.),2017,67
1,STRUTTURA DIRETTAMENTE GESTITA,91102,TREPONEMA PALLIDUM ANTICORPI (E.I.A.),2017,33877
1,STRUTTURA DIRETTAMENTE GESTITA,91105,TREPONEMA PALLIDUM ANTICORPI (RICERCA QUANTIT. MEDIANTE EMOAGGLUTIN. PASSIVA) [TPHA],2017,367
1,STRUTTURA DIRETTAMENTE GESTITA,91111,TREPONEMA PALLIDUM ANTICORPI ANTI CARDIOLIPINA (FLOCCULAZIONE) [VDRL] [RPR],2017,366
1,STRUTTURA DIRETTAMENTE GESTITA,91112,TRICHOMONAS VAGINALIS NEL SECRETO VAGINALE ESAME COLTURALE,2017,3427
1,STRUTTURA DIRETTAMENTE GESTITA,91113,VIBRIO CHOLERAE NELLE FECI  ESAME COLTURALE,2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,91115,VIRUS ACIDI NUCLEICI IN MATERIALI BIOLOGICI IBRIDAZIONE  NAS (PREVIA REAZIONE POLIMERASICA A CATENA),2017,11703
1,STRUTTURA DIRETTAMENTE GESTITA,91121,VIRUS ACIDI NUCLEICI IN MATERIALI BIOLOGICI IBRIDAZIONE  NAS (PREVIA RETROTRASCRIZIONE-REAZIONE POLI,2017,16
1,STRUTTURA DIRETTAMENTE GESTITA,91132,VIRUS ANTICORPI  IMMUNOBLOTTING (SAGGIO DI CONFERMA),2017,217
1,STRUTTURA DIRETTAMENTE GESTITA,91134,"VIRUS ANTIGENI IN MATERIALI BIOLOGICI RICERCA DIRETTA (E.I.A.) ADENOVIRUS, PARVOVIRUS B19, ROTAVIRUS",2017,93
1,STRUTTURA DIRETTAMENTE GESTITA,91135,"VIRUS ANTIGENI IN MATERIALI BIOLOGICI RICERCA DIRETTA (I.F.) CITOMEGALOVIRUS, HERPES, VIRUS DELL' AP",2017,15
1,STRUTTURA DIRETTAMENTE GESTITA,91141,VIRUS CITOMEGALOVIRUS ANTICORPI (E.I.A.),2017,11080
1,STRUTTURA DIRETTAMENTE GESTITA,91142,VIRUS CITOMEGALOVIRUS ANTICORPI (TITOLAZIONE MEDIANTE F.C.),2017,8
1,STRUTTURA DIRETTAMENTE GESTITA,91143,VIRUS CITOMEGALOVIRUS ANTICORPI IGM  (E.I.A.),2017,10917
1,STRUTTURA DIRETTAMENTE GESTITA,91161,"VIRUS COXSACKIE [B1, B2, B3, B4, B5, B6] ANTICORPI (TITOLAZIONE MEDIANTE F.C.)",2017,18
1,STRUTTURA DIRETTAMENTE GESTITA,91162,"VIRUS COXSACKIE [B1, B2, B3, B4, B5, B6] ANTICORPI (TITOLAZIONE MEDIANTE I.F.)",2017,90
1,STRUTTURA DIRETTAMENTE GESTITA,91171,VIRUS EPATITE A [HAV] ANTICORPI,2017,790
1,STRUTTURA DIRETTAMENTE GESTITA,91172,VIRUS EPATITE A [HAV] ANTICORPI IGM,2017,853
1,STRUTTURA DIRETTAMENTE GESTITA,91173,VIRUS EPATITE B [HBV] ACIDI NUCLEICI IBRIDAZIONE (PREVIA REAZIONE POLIMERASICA A CATENA),2017,654
1,STRUTTURA DIRETTAMENTE GESTITA,91175,VIRUS EPATITE B [HBV] ANTICORPI HBCAG,2017,6995
1,STRUTTURA DIRETTAMENTE GESTITA,91181,VIRUS EPATITE B [HBV] ANTICORPI HBCAG  IGM,2017,760
1,STRUTTURA DIRETTAMENTE GESTITA,91182,VIRUS EPATITE B [HBV] ANTICORPI HBEAG,2017,607
1,STRUTTURA DIRETTAMENTE GESTITA,91183,VIRUS EPATITE B [HBV] ANTICORPI HBSAG,2017,5914
1,STRUTTURA DIRETTAMENTE GESTITA,91184,VIRUS EPATITE B [HBV] ANTIGENE HBEAG,2017,669
1,STRUTTURA DIRETTAMENTE GESTITA,91185,VIRUS EPATITE B [HBV] ANTIGENE HBSAG,2017,41504
1,STRUTTURA DIRETTAMENTE GESTITA,91191,VIRUS EPATITE B [HBV] ANTIGENE HBSAG (SAGGIO DI CONFERMA),2017,50
1,STRUTTURA DIRETTAMENTE GESTITA,91193,VIRUS EPATITE C [HCV] ANALISI QUALITATIVA DI HCV RNA,2017,23871
1,STRUTTURA DIRETTAMENTE GESTITA,91194,VIRUS EPATITE C [HCV] ANALISI QUANTITATIVA DI HCV RNA,2017,880
1,STRUTTURA DIRETTAMENTE GESTITA,91195,VIRUS EPATITE C [HCV] ANTICORPI,2017,43630
1,STRUTTURA DIRETTAMENTE GESTITA,91201,VIRUS EPATITE C [HCV] IMMUNOBLOTTING (SAGGIO DI CONFERMA),2017,208
